Title,Year,Rating,Description,Genre
Scooby-Doo! Camp Scare,2010,7.865,"Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp. As summer goes on, it becomes increasingly clear that the spooky camp stories told by the fireplace, are more real than they've though and soon, it's up to the gang to try and solve the mystery of camp scare.","Animation, Comedy, Family, Mystery"
"Good Night, and Good Luck.",2005,7.077,The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.,"Drama, History"
Vampire Academy,2014,6.336,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.","Comedy, Action, Fantasy"
Dial M for Murder,1954,8.015,"When American writer Mark Halliday visits the very married Margot Wendice in London, he unknowingly sets off a chain of blackmail and murder.","Thriller, Crime"
Theta States,2017,2.0,"Danny is a long-term insomniac. He comes across an ad for the Audible Lucid Perceptions sleep clinic, run by the peculiar Dr. Zovnig, and goes in for a consultation. The doctor gives him a small audio device, which generates brain-frequency-altering audio waves, intended to hypnotize Danny into a dream state. Upon the first treatment, Danny is cured and is now sleeping better than he ever has in his life. Danny starts to realize that although he may be able to sleep again, there could be something wrong. Nightmares haunt his sleep, with recurring hallucinations and blackouts while he's awake. Is it all a side effect of the treatment, or is there some evil force at work, affecting Danny's every move?",Horror
The 12th Man,2017,7.15,"After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.","War, Drama"
Tender Is the Night,1962,5.4,"Against the counsel of his friends, psychiatrist Dick Diver marries Nicole Warren, a beautiful but unstable young woman from a moneyed family. Thoroughly enraptured, he forsakes his career in medicine for life as a playboy, until one day Dick is charmed by Rosemary Hoyt, an American traveling abroad. The thought of Dick possibly being attracted to someone else sends Nicole on an emotional downward spiral that threatens to consume them both.","Drama, Romance"
Dar Moddat-e-Maloom,2016,3.2,The film addresses a series of questions about the sexual problems of Iran's youth from puberty until marriage life.,"Drama, Comedy"
Mallrats,1995,6.754,"Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.","Romance, Comedy"
Big Eyes,2014,6.98,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.",Drama
Headshot,2016,6.443,"A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.","Action, Thriller, Drama"
Charlie Wilson's War,2007,6.533,"In the 1980s U.S. Rep. Charlie Wilson, Texas socialite Joanne Herring and CIA agent Gust Avrakotos form an unlikely alliance to boost funding for Afghan freedom fighters in their war against invading Soviets. The trio's successful efforts to finance these covert operations contributes to the fall of the Soviet Union and the end of the Cold War.","Comedy, Drama, History"
A Minute’s Silence,2016,5.6,"The end of a summer, a sleepy fishing port on the Baltic Sea and the beginning of a great feeling that must not be: Shortly before the start of the new school year, the 18-year-old Christian falls in love with his new English teacher Stella Petersen. In a moment of unexpected lightness and freedom, in the dunes and seascape far away from the small town, Stella and Christian discover a shared longing and an attraction to each other, the intensity of which both overwhelmed. But soon after class has begun again, the secret relationship between the young teacher and her pupil threatens the scandal ...","Drama, Romance, TV Movie"
The Friend,2025,6.6,"Starring Oscar nominees Naomi Watts and Bill Murray, alongside Bing the Great Dane, THE FRIEND is an unexpected and heartwarming journey through love, friendship, grief, and healing.",Drama
House of Pleasures,2011,6.6,"The dawn of the 20th century: L’Apollonide, a luxurious and traditional brothel in Paris, is living its last days. In this closed world, where some men fall in love and others become viciously harmful, the women share their secrets, their fears, their joys and their pains.",Drama
Daddy's Little Girls,2007,6.9,"Monty is a mechanic struggling to make ends meet as he raises his three young daughters. When the court awards custody of his daughters to his shady ex-wife, Monty desperately tries to win them back with the help of Julia, a beautiful, Ivy League-educated attorney. Monty and Julia couldn't be less alike, but a flame is ignited... touching off a firestorm of love and conflict.","Comedy, Drama, Romance"
Daddy's Head,2024,6.078,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,Horror
Before We Go,2014,6.7,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,"Comedy, Drama, Romance"
The Woods,2006,5.667,"In 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.","Mystery, Horror, Thriller"
Consent,2023,6.9,"In 2013, Vanessa Springora recounts how she found herself under the influence of a famous writer. In 1986, she was 13; him, almost 50. The victim of a triple predation: sexual, literary, and psychic, there's more beyond her individual story. She questions the excesses of an era, and the complacency of an environment blinded by talent and celebrity.","History, Drama"
S&M Hunter,1986,6.6,"When the all-girl gang, The Bombers, kidnap a man to use as their personal sex slave, S&M Hunter accepts the mission to infiltrate The Bombers' hideout and show them the ropes.",Comedy
